Unnamed: 0	Mô tả hàng hóa	Mã HS
	Thép hợp kim trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim (hàm lượng Bo > 0,0008% tính theo trọng lượng), cán nóng, dạng thép góc, có hình dạng mặt cắt ngang giống như chữ L, hai cạnh có độ dài bằng nhau	72287010
	Thép không hợp kim cán phẳng, cán nóng, dạng tấm, chiều dày 13,2mm, được phủ lớp Titan dày 1mm, chiều rộng lớn hơn 600mm	72109090
	Mẫu yêu cầu phân tích là chế phẩm hóa học có chứa protein đã thủy phân, hỗn hợp các dẫn xuất peptide, Hexadiol,…, dạng lỏng, sử dụng sản xuất mỹ phẩm.	38249999
	Mẫu có thành phần chính gồm SiO2, Al2O3 và phụ gia, dạng nhão.	38249999
	Thép không hợp kim (hàm lượng C: 0,277% tính theo trọng lượng), cán phẳng, cán nguội, chưa sơn phủ mạ, dạng đai và dải, chiều rộng 31mm, dày 0,9mm, dạng cuộn, bề mặt có màu xanh do quá trình xử lý bằng phương pháp hóa học bề mặt (blue annealing) để làm tăng tính chống gỉ	72119019
	Hỗn hợp dầu cá , dầu hạt lanh , dầu hoa anh thảo và các phụ gia khác , dạng viên nang mềm , đã đóng gói bán lẻ 100 viên / lọ . 	15179090
	Chế phẩm thực phẩm có thành phần chính từ đạm, đường, muối, tương ớt chiết xuất tảo bẹ, gia vị hành… dạng lỏng sệt, dùng làm nước xốt để chế biến món Topokki.	21039090
	Thép hợp kim (hàm lượng Cr ≈0,35%, B ≈ 0,0009% tính theo trọng lượng), dạng thanh, mặt cắt ngang hình vuông, được xoắn tạo gân, gia công nguội, chưa phủ, mạ hoặc tráng, kích cỡ: (5x5x1070)mm.	7228,50,90
	Dung dịch Tert-Butyl Hydroperoxide trong nước	29096000
	Chế phẩm thực phẩm đồng nhất, đã đóng gói bán lẻ trong túi nylon, trọng lượng 186g, bên trong chứa 12 chiếc. Thành phần mỗi chiếc gồm thạch dạng gel mềm từ gelatin, hình trụ tròn (chiều cao ≈ 2,5cm, đáy dưới kích thước ≈ 2 cm, mặt trên đường kính 3.5cm), axit citric, hương liệu, chất bảo quản,....	21069099
	Dung dịch natri vinylsulfonat trong nước.	29041000
	Chế phẩm dùng để tẩy trang mắt và môi, thành phần có chứa cyclopentasiloxane, chất hữu cơ hoạt động bề mặt, hexylene glycol, isohexadecane... và nước, dạng lỏng, tách 2 lớp (lớp trên: cyclopentasiloxane, lớp dưới: dung dịch chứa các thành phần khác), đã đóng gói bán lẻ trong chai nhựa dung tích 125ml. Nhãn sản phẩm: yvessaintlaurent top secrets expert makeup remover gentle biphase.ử.	59119010
	Chế phẩm hữu cơ hoạt động bề mặt anion và không phân ly, dạng nhão.	34029099
	Bạc nguyên chất dạng hạt, chưa gia công, kích thước hạt 2-5mm.	71069100
	Tranexamic Acid, dạng bột	29224900
	Mẫu yêu cầu phân tích có đường kính 7mm là: Dây thép hợp kim, trong đó Crom là nguyên tố duy nhất quyết định yếu tố thép hợp kim (hàm lượng Cr≈0,3424%), đường kính 7mm	72299099
	Hỗn hợp của polypropylen và copolyme ( ethylen propylen diene ) , trong đó hàm lượng polypropylen vượt trội , dạng hạt	39029090
	Sáp tổng hợp có thành phần chính | gồm este của axit béo và polyethylen , dạng vảy	34049090
	Vải dệt kim từ 62,33% sợi khoáng, 28,89% acrylic và 8,78% bông, dạng cuộn, dùng cách nhiệt. (Sản phẩm cách nhiệt)	68069000
	Chế phẩm thực phẩm dạng viên ngậm không chứa đường , thành phần có chứa các chất làm ngọt tổng hợp ( xylitol , aspartame , acesulfame potassium ) , chất tạo hương như menthol , menthone , ... và phụ gia	21069099
	Chế phẩm thuốc màu ánh bạc dựa trên Al2O3, dạng bột mịn, màu trắng, có ánh nhũ	32064910
	Hỗn hợp vi lượng để bổ thực phẩm , thành phần gồm : vitamin B3 , sắt ... , dạng bột	21069073
	Sản phẩm hoàn thiện làm từ giấy được làm chủ yếu từ bột hoá học tẩy trắng, tráng phủ vô cơ trắng bóng hai mặt, chưa in, chưa nhuộm màu, dạng tờ hình chữ nhật đã cắt tròn 4 góc, đã tạo nếp gấp ở giữa, định lượng 252 g/m2, kích thước (220 x 145) mm; công dụng dùng làm bìa lót để gấp quần áo	48239099
	Chế phẩm thực phẩm làm từ sữa dùng cho trẻ em, thành phần đã bổ sung đường, tinh bột, hương liệu, chất làm dày,…. , dạng sệt, đã đóng gói bán lẻ 100g x 4 hộp, 4 hộp/1 vỉ.	19011020
	Chế phẩm thực phẩm làm từ sữa dùng cho trẻ em, thành phần đã bổ sung đường, tinh bột, hương liệu, chất làm dày,…. , dạng sệt, đã đóng gói bán lẻ 60g x 6 hộp, 6 hộp/1 vỉ.	19011020
	Chế phẩm thực phẩm làm từ sữa dùng cho trẻ em, thành phần đã bổ sung đường, tinh bột, hoa quả nghiền, hương liệu, chất làm dày,…. , dạng sệt, đã đóng gói bán lẻ 60g x 6 hộp, 6 hộp/1 vỉ.	19011020
	Chế phẩm thực phẩm làm từ sữa dùng cho trẻ em, thành phần đã bổ sung đường, tinh bột, chất làm dày,…. , dạng sệt, đã đóng gói bán lẻ 55g x 6 hộp, 6 hộp/1 vỉ.	19011020
	Chế phẩm hóa học có thành phần chính là alkoxylated amin và phụ gia, dùng làm tác nhân chống tĩnh điện.	38249999
	Chế phẩm thực phẩm làm từ sữa dùng cho trẻ em, thành phần đã bổ sung đường, tinh bột, hoa quả nghiền, hương liệu, chất làm dày,…. , dạng sệt, đã đóng gói bán lẻ 55g x 6 hộp, 6 hộp/1 vỉ.	19011020
	Hỗn hợp kẽm oxit, kẽm hydroxit và kẽm carbonate, dạng bột.	38249999
	Chế phẩm hóa học có thành phần chính là hỗn hợp cồn béo đã ethoxy hóa, có tính hoạt động bề mặt nhưng không tan trong nước, dạng lỏng.	38249999
	Chế phẩm hoá học có thành phần chính là hỗn hợp cồn béo đã ethoxy hoá, có tính hoạt động bề mặt nhưng không tan trong nước, dạng lỏng	38249999
	Chế phẩm hoá học có thành phần gồm hợp chất khoáng  silicat biến tính, muối natricủa cơ chất axit phosphoric, dạng bột	38249999
	Chế phẩm chống oxy hóa  có thành phần chính là hồn hợp dẫn xuất  của benzotriazol và phụ gia, dạng lỏng	38123900
	Chế phẩm ổn định cho plastic, có thành phần chính là hỗn hợp dẫn xuất của sebacate, dạng lỏng	
	Mẫu yêu cầu phân tích là quặng sắt chưa nung kết, thành phần khoáng vật là nhóm hematit (≈ 70%), gơthit (≈ 10%), hydroxit Fe (≈ 10%), phi quặng (≈ 10%) tính theo khối lượng. Hàm lượng Fe tổng 62,85%	
	Chế phẩm hoá học chứa dẫn xuất của axetic, hợp chất amin, dùng trong dầu khí	38249999
	Chế phẩm chống ẩm dạng hạt , thành phần chính gồm đất sét, hợp chất chứa canxi và polymer 	38249999
	Thép hợp kim cán phẳng trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim ( hàm lượng nguyên tố bo ≈ 0,0023% tính theo trọng lượng), rộng 575mm, dày 0,4mm, bề mặt được phủ sơn, dạng cuộn.	72269999
	Vải dệt thoi, thành phần gồm 32,2% filament polyeste dún, 64,2%  filament polyeste không dún và 3,6% spadex màu trắng, chưa in, chưa ngâm tẩm, tráng phủ hoặc ép lớp: trọng lượng mẫu 92g/m2; dạng cuộn, khổ lớn hơn 1m.	54076910
	Hỗn hợp các loại hạt gồm: + Kê nếp, gạo lứt, gạo đen, hạt dền, diêm mạch, hạt bo bo, kê vàng, ý nhĩ: đã được xát vỏ, còn nguyên dạng hạt chưa được vỡ mảnh và chưa qua xử lý nhiệt; + Mè đen, mè trắng, đậu đen và đậu đỏ: chưa xát vỏ, còn nguyên hạt và đã qua xử lý nhiệt; + Ngô đã được vỡ mảnh và chưa qua xử lý nhiệt; + Gạo đỏ đã xát vỏ còn nguyên dạng hạt và đã được xử lý nhiệt. Trong đó các loại hạt ngũ cốc đã xát vỏ và chưa được vỡ mảnh chiếm tỷ lệ vượt trội. Sản phẩm chưa sử dụng ngay được và được trộn vào gạo đã vo sạch rồi nấu. Sản phẩm đã đóng gói bán lẻ. quy cách đóng gói (30g/gói*6 gói)/bịch.	11042990
	chế phẩm hóa học có thành phần chính gồm Al2O3, SiO2, ZrO2, dùng trong gốm sứ, dạng bột.	38249999
	Canxi carbonat (Hàm lượng trên 80%) phân tán trong nhựa, dạng hạt	38249999
	hỗn hợp este của pentaerythritol và acrylic axit.	38249999
	2-Phenyl-2-imidazoline	29332900
	Thép không hợp kim cán phẳng ( hàm lượng C  ≈ 0,09% tính theo trọng lượng), có chiều rộng trên 600mm, dày 3mm, cán nguội, chưa phủ mạ hoặc tráng, dạng cuộn.	72091500
	Canxi cacbonat (hàm lượng trên 70%) phân tán trong nhựa, dạng hạt.	3824999990
	Dichlorofluoroethanes	29037300
	Chế phẩm dùng để bôi trơn, giữ ẩm âm đạo thành phần chính là nước,  propylnene glycol,… dạng gel, đóng gói 60g/tuýp.	33049990
	Poly(methylene(polyphenyl isocyante) nguyên sinh, dạng lỏng	39093100
	1-piperidinecarboxylic acid, 2-(2-hydroxyethyl)-1-methylpropylester	29333990
	Axit Dicloroaxetic	29154000
	Flourphlogopite tổng hợp, dạng bột.	28421000
	Chế phẩm hóa  học có thành phần chính  là kẽm  photphat và phụ gia dạng lỏng	38249999
	Mangan hydrogen photphat dạng bột	28352990
	Tấm màng chống thấm bằng nhựa đường đã trộn với chất độn canxi cacbonat, dạng cuộn, có kích thước rộng 1m x dài 0,1mm), bề mặt trên phủ các hạt đá phiến màu xanh ( chiều dày ≈ 0,76mm, chiều rộng ≈  2-3mm), bề mặt dưới phủ lớp màng mỏng polyethylene ( chiều dày ≈  0.02mm) có khả năng dễ bóc tách ra khỏi bề mặt bám dính của tấm.	68071000
	Tấm màng chống thấm bằng nhựa đường đã trộn với chất độn canxi cacbonat, dạng cuộn, có kích thước rộng 1m x dài 10m x dày 3mm, được gia cố ở giữa bằng lớp vải không dệt polyester ( chiều dày ≈ 0.15mm), bề mặt trên phủ các hạt cát mịn, bề mặt dưới phủ lớp màng mỏng polyethlene ( chiều dày ≈ 0.02mm)  có khả năng dễ bóc tách ra khỏi bề mặt bám dính của tấm.	68071000
	Thép không hợp kim cán phẳng, dạng cuộn, cán nguội, chưa dát phủ, mạ hoặc tráng. Kích cỡ chiều dày 0.78mm, chiều rộng theo khai báo 1573mm	72091790
	Thép không hợp kim cán phẳng, dạng cuộn, cán nguội, chưa dát phủ, mạ hoặc tráng. Kích cỡ chiều dày 0.69mm, chiều rộng theo khai báo 1234mm	72091710
	Chế phẩm hóa chất có chứa nhôm oxit, kali pemanganat,... dạng hạt	38249999
	Chế phẩm hóa chất có chứa canxi hydroxit, natri hydroxit, dạng hạt	38249999
	Màng nhựa polyme etylen tự dính, đã được in chữ và hình logo (ALCOREST - Aluminum compositepanel - ISO 9001: 2008 install each pancel on one direction ony Remove the film within 45 days after install,…) chưa đục lỗ, chưa được gia cố, chưa được hỗ trợ hoặc kết hợp với vật liệu tương tự khác, dày 0,06mm, khổ rộng 1240mm, dạng cuộn.	39199099
	Sản phẩm bằng plastic có cấu tạo gồm 2 lớp: lớp tự dính bằng plastic dày 0,02mm kích thước chiều rộng 11cm, chiều dài 17,5cm, được dán lên lớp plastic khác dày 0,05mm kích thước chiều rộng 16,3cm, chiều dài 17,5cm đã dduwwocj đục ở giữa 60 lỗ đường kính 4,5mm có tâm cách biên 8,5 mm các lỗ này dùng để định vị sản phẩm.	39269099
	Chế phẩm hoạt động bề mặt nononic dạng lỏng.	34029019
	Chế phẩm làm sạch, dạng lỏng. Thành phần chính là cation polyme amine bậc bốn trong nước.	34029013
	Chế phẩm hoạt động bề mặt anion và nononic ,dạng lỏng.	34029019
	Kính dùng làm tường ngăn nhiều lớp, kích thước 785 x 485 x 23mm. Kính có cấu tạo gồm hai lớp kính ghép lại với nhau ( lớp kính an toàn dày 9mm được làm từ 2 tấm kính ghép với nhau bằng chất gắn nhựa và lớp kính đã tôi dày 5mm), ngăn cách giữa hai lớp kính là khung đệm bằng nhôm dày 9mm, được liên kết bịt kín bằng lớp keo Silicone.	70080000
	Natri dodecyl sunphat, dạng bột.	29209000
	Cháo ăn liền có thành phần chính từ tinh bột (gạo), đạm, muối ăn,...hương vị gà, dạng lỏng sệt, đóng gói 250g/túi	19019099
	Cháo ăn liền có thành phần chính từ tinh bột (gạo), đạm, muối ăn,...hương vị cua, dạng lỏng sệt, đóng gói 250g/túi	19019099
	Cháo ăn liền có thành phần chính từ tinh bột (gạo), đạm, muối ăn,...hương vị nấm, dạng lỏng sệt, đóng gói 250g/túi	19019099
	Cháo ăn liền có thành phần chính từ tinh bột (gạo), đạm, muối ăn,...hương vị cá, dạng lỏng sệt, đóng gói 250g/túi	19019099
	Dây thép hợp kim trong đó Bo là nguyên tố duy nhất quyết định yếu tố thép hợp kim), tiết diện mặt cắt ngang hình tròn trơn, đường kính 3,5mm; thành phần hóa học không phù hợp là thép silic-mangan và thép gió	72299020
	Quả lê (Pear) đã nghiền nát ngâm trong dung dịch siro đường, bổ sung thêm hương liệu..., dạng sệt.	20084000
	Chế phẩm thực phẩm không đồng nhất, dạng đồ uống (dung dịch lỏng có lẫn các khối dạng thạch mềm), không chứa cồn, không có ga, dùng nga được không cần pha loãng, có thành phần chính gồm chiết xuất thực vật, đường, hương liệu và phụ gia, đóng gói 520ml/ chai	22029950
	Hỗn hợp dầu thực vật ăn được (dầu lạc, dầu đậu nành, dầu mè), dạng lỏng, đóng gói 2,4 lít/ chai	15179069
